multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad,imagen,patente_imagen,ratio,evidencia_visual
492,M43 1ZW,2020-05-29,09:23,62.0,40,AV SIEMPRE VIVA,R02,APELADA,22.0,20.0,,,0.0,False
493,M PX 9357,1932-01-01,09:23,80.0,60,AV LIBERTADOR,R02,PAGADA,20.0,17.0,,,0.0,False
495,HF 3461,2023-09-15,09:24,111.0,80,AV LIBERTADOR,R01,ERROR,31.0,27.0,,,0.0,False
497,BB 8986,2020-07-14,14:16,150.0,80,AV SIEMPRE VIVA,R02,IMPAGA,70.0,66.0,,,0.0,False
498,BX 55 DOG,2021-01-23,00:00,103.0,60,RUTA 9,R03,APELADA,43.0,40.0,,,0.0,False
499,AWS 167,2020-02-13,08:17,51.0,40,AV LIBERTADOR,,ERROR,11.0,9.0,/content/urban_flow_gem/urban_flow/data/raw/imgs/7f9740e95a74f2b9_patente.jpg,AWS8167,0.9231,True
500,GCP332,2020-06-27,00:00,63.0,40,RUTA 9,,PAGADA,23.0,21.0,,,0.0,False
505,UM 96 201,1932-01-01,08:18,131.0,60,RUTA 9,,APELADA,71.0,68.0,,,0.0,False
506,691 XC 80,2023-12-31,14:16,53.0,40,AV LIBERTADOR,R01,PAGADA,13.0,11.0,,,0.0,False
507,CD 056 01,1932-01-01,18:23,71.0,60,AV LIBERTADOR,R01,ERROR,11.0,8.0,,,0.0,False
509,VY 90 540,2022-09-05,14:16,143.0,80,RUTA 9,,ERROR,63.0,59.0,,,0.0,False
513,T0Y DR,2020-12-23,18:24,133.0,80,RUTA 9,,PAGADA,53.0,49.0,,,0.0,False
514,99 998 68,2022-02-09,09:24,71.0,40,AV SIEMPRE VIVA,R02,APELADA,31.0,29.0,,,0.0,False
515,MX60 NZA,1932-01-01,18:24,117.0,80,AV LIBERTADOR,R02,PAGADA,37.0,33.0,,,0.0,False
518,GOOGLE,2023-11-12,18:24,146.0,80,AV SIEMPRE VIVA,R01,APELADA,66.0,62.0,,,0.0,False
519,WU08 YWC,2022-10-15,08:18,100.0,40,AV LIBERTADOR,R01,IMPAGA,60.0,58.0,,,0.0,False
524,HF 3461,2020-01-28,18:24,87.0,80,AV LIBERTADOR,R03,IMPAGA,7.0,3.0,,,0.0,False
526,FD 1475,2022-07-30,00:00,129.0,60,AV LIBERTADOR,R02,APELADA,69.0,66.0,,,0.0,False
527,J1S1,1932-01-01,18:24,158.0,80,RUTA 9,R02,ERROR,78.0,74.0,,,0.0,False
533,VNK296 GP,1932-01-01,09:25,120.0,60,RUTA 9,R02,ERROR,60.0,57.0,,,0.0,False
536,HAMSTUR,1932-01-01,08:19,47.0,40,AV SIEMPRE VIVA,R02,PAGADA,7.0,5.0,,,0.0,False
539,OUTSTDN,2023-08-19,09:25,85.0,60,AV LIBERTADOR,,IMPAGA,25.0,22.0,,,0.0,False
541,WE FLYN,2020-06-25,08:19,118.0,40,RUTA 9,R03,APELADA,78.0,76.0,,,0.0,False
544,VY 90 540,2022-09-15,18:25,101.0,80,AV SIEMPRE VIVA,,ERROR,21.0,17.0,,,0.0,False
545,WE FLYN,1932-01-01,09:25,81.0,60,AV SIEMPRE VIVA,R01,IMPAGA,21.0,18.0,,,0.0,False
550,FVIO UHP,1932-01-01,08:20,75.0,60,RUTA 9,,IMPAGA,15.0,12.0,,,0.0,False
551,MX60 NZA,2020-01-22,00:00,90.0,60,RUTA 9,R02,IMPAGA,30.0,27.0,,,0.0,False
553,DK 414 N,1932-01-01,09:26,55.0,40,AV SIEMPRE VIVA,R02,ERROR,15.0,13.0,,,0.0,False
555,HAMSTUR,2023-02-19,14:18,98.0,40,AV LIBERTADOR,R01,APELADA,58.0,56.0,,,0.0,False
557,VTII AHV,2022-01-26,00:00,52.0,40,AV LIBERTADOR,,PAGADA,12.0,10.0,,,0.0,False
561,TL03 GOG,2022-06-06,00:00,116.0,80,RUTA 9,,APELADA,36.0,32.0,,,0.0,False
564,66 111 72,1932-01-01,14:18,118.0,80,AV LIBERTADOR,R03,APELADA,38.0,34.0,,,0.0,False
565,6NCE831,2021-12-16,14:19,134.0,80,AV LIBERTADOR,R02,APELADA,54.0,50.0,,,0.0,False
568,BHRP 770,2022-09-06,08:20,153.0,80,RUTA 9,R03,ERROR,73.0,69.0,,,0.0,False
569,FD 1475,2022-02-23,09:26,132.0,60,AV SIEMPRE VIVA,,APELADA,72.0,69.0,,,0.0,False
571,FVIO UHP,1932-01-01,09:26,87.0,60,RUTA 9,R01,IMPAGA,27.0,24.0,,,0.0,False
574,GE 1466,1932-01-01,18:26,78.0,60,RUTA 9,R01,APELADA,18.0,15.0,,,0.0,False
576,B 81 JKY,2021-07-17,14:19,80.0,40,AV LIBERTADOR,R02,ERROR,40.0,38.0,,,0.0,False
578,HF 3461,1932-01-01,09:27,126.0,80,AV SIEMPRE VIVA,R02,APELADA,46.0,42.0,,,0.0,False
579,BX 55 DOG,2021-06-20,09:27,139.0,60,RUTA 9,,PAGADA,79.0,76.0,,,0.0,False
581,8B90638,2021-11-17,18:26,107.0,60,AV LIBERTADOR,R03,APELADA,47.0,44.0,,,0.0,False
582,INTIGR8,2020-06-14,14:20,95.0,60,AV SIEMPRE VIVA,R01,APELADA,35.0,32.0,,,0.0,False
583,DK 414 N,2020-07-04,08:21,76.0,60,AV SIEMPRE VIVA,R03,APELADA,16.0,13.0,,,0.0,False
587,HF 3461,2021-04-15,00:00,100.0,40,AV SIEMPRE VIVA,R01,PAGADA,60.0,58.0,,,0.0,False
589,J1S1,1932-01-01,09:27,145.0,80,RUTA 9,,PAGADA,65.0,61.0,,,0.0,False
593,B 81 JKY,2022-06-01,18:27,141.0,80,AV SIEMPRE VIVA,R02,PAGADA,61.0,57.0,,,0.0,False
600,WE FLYN,2021-01-16,14:20,153.0,80,AV LIBERTADOR,R03,IMPAGA,73.0,69.0,,,0.0,False
605,MX60 NZA,2020-11-18,14:20,105.0,60,AV LIBERTADOR,,PAGADA,45.0,42.0,,,0.0,False
608,FD 1475,2020-10-21,08:22,113.0,80,AV LIBERTADOR,R02,APELADA,33.0,29.0,,,0.0,False
610,M20 CPR,2020-09-20,14:21,85.0,80,AV SIEMPRE VIVA,,ERROR,5.0,1.0,,,0.0,False
612,HAMSTUR,2024-01-26,09:28,109.0,60,AV SIEMPRE VIVA,,IMPAGA,49.0,46.0,,,0.0,False
613,T0Y DR,1932-01-01,08:22,111.0,80,AV LIBERTADOR,R03,APELADA,31.0,27.0,,,0.0,False
615,GOOGLE,1932-01-01,18:28,116.0,80,RUTA 9,R03,APELADA,36.0,32.0,,,0.0,False
616,HF 58 HXP,2022-10-22,14:21,76.0,60,AV SIEMPRE VIVA,R02,PAGADA,16.0,13.0,,,0.0,False
622,VNK296 GP,2020-06-03,09:29,69.0,40,AV LIBERTADOR,,ERROR,29.0,27.0,,,0.0,False
624,41 RS TZ,1932-01-01,08:23,140.0,80,AV LIBERTADOR,R01,ERROR,60.0,56.0,,,0.0,False
625,VTII AHV,1932-01-01,09:29,97.0,80,AV LIBERTADOR,R01,APELADA,17.0,13.0,,,0.0,False
626,589222,1932-01-01,09:29,131.0,80,AV SIEMPRE VIVA,R02,PAGADA,51.0,47.0,,,0.0,False
627,M43 1ZW,1932-01-01,18:28,146.0,80,AV SIEMPRE VIVA,R02,ERROR,66.0,62.0,,,0.0,False
629,FVIO UHP,1932-01-01,00:00,88.0,40,AV SIEMPRE VIVA,R02,APELADA,48.0,46.0,,,0.0,False
636,BB 8986,1932-01-01,00:00,101.0,60,RUTA 9,R03,ERROR,41.0,38.0,,,0.0,False
637,FVIO UHP,2021-03-30,08:23,139.0,60,AV SIEMPRE VIVA,R03,IMPAGA,79.0,76.0,,,0.0,False
639,M PX 9357,2022-11-28,14:21,134.0,60,RUTA 9,R02,IMPAGA,74.0,71.0,,,0.0,False
643,YLO8 WUE,2023-02-02,14:22,87.0,60,AV SIEMPRE VIVA,R02,PAGADA,27.0,24.0,,,0.0,False
644,VNK296 GP,2022-09-18,18:29,116.0,40,RUTA 9,R03,ERROR,76.0,74.0,,,0.0,False
647,HK 06 YMX,2020-09-30,14:22,95.0,80,RUTA 9,R03,IMPAGA,15.0,11.0,,,0.0,False
648,TL03 GOG,2022-02-14,09:30,85.0,60,RUTA 9,R03,IMPAGA,25.0,22.0,,,0.0,False
649,57 777 70,2023-12-25,09:30,104.0,60,RUTA 9,,IMPAGA,44.0,41.0,,,0.0,False
650,NTHG LFT,2020-06-14,00:00,86.0,80,AV LIBERTADOR,R03,PAGADA,6.0,2.0,,,0.0,False
651,6NCE831,2022-09-17,09:30,93.0,60,AV LIBERTADOR,,PAGADA,33.0,30.0,,,0.0,False
652,HAMSTUR,2022-06-10,14:22,75.0,40,AV SIEMPRE VIVA,R03,PAGADA,35.0,33.0,,,0.0,False
654,OUTSTDN,2023-09-12,18:30,53.0,40,RUTA 9,R03,ERROR,13.0,11.0,,,0.0,False
655,M PX 9357,2021-11-19,14:22,137.0,80,AV SIEMPRE VIVA,,PAGADA,57.0,53.0,,,0.0,False
662,41 RS TZ,2021-03-01,14:23,112.0,60,RUTA 9,,ERROR,52.0,49.0,,,0.0,False
664,PIW 4215,2022-03-08,18:30,73.0,40,RUTA 9,R02,IMPAGA,33.0,31.0,,,0.0,False
665,J1S1,2023-04-18,08:24,75.0,60,RUTA 9,R02,PAGADA,15.0,12.0,,,0.0,False
669,BX 55 DOG,1932-01-01,14:23,82.0,60,RUTA 9,R03,APELADA,22.0,19.0,,,0.0,False
670,NTHG LFT,2020-02-04,00:00,55.0,40,AV SIEMPRE VIVA,R01,APELADA,15.0,13.0,,,0.0,False
671,T0Y DR,2022-03-09,09:31,52.0,40,RUTA 9,R03,PAGADA,12.0,10.0,,,0.0,False
675,WE FLYN,2023-08-21,14:23,104.0,60,AV LIBERTADOR,R03,PAGADA,44.0,41.0,,,0.0,False
677,990 XYK,2021-05-23,00:00,74.0,40,AV LIBERTADOR,R01,IMPAGA,34.0,32.0,,,0.0,False
678,N HZ 1002,1932-01-01,14:24,120.0,40,AV LIBERTADOR,R02,ERROR,80.0,78.0,,,0.0,False
682,AI7 OVF,2021-04-24,14:24,67.0,40,AV LIBERTADOR,,ERROR,27.0,25.0,,,0.0,False
684,AI7 OVF,1932-01-01,18:31,113.0,60,AV LIBERTADOR,R03,APELADA,53.0,50.0,,,0.0,False
686,VY 90 540,2023-01-31,00:00,131.0,80,AV LIBERTADOR,,IMPAGA,51.0,47.0,,,0.0,False
689,BHRP 770,1932-01-01,18:31,114.0,80,AV SIEMPRE VIVA,,IMPAGA,34.0,30.0,,,0.0,False
690,VY 90 540,2020-07-18,18:32,119.0,80,AV LIBERTADOR,,APELADA,39.0,35.0,,,0.0,False
699,DK 414 N,2022-05-28,09:33,133.0,60,RUTA 9,R02,APELADA,73.0,70.0,,,0.0,False
700,PIW 4215,2022-08-22,09:33,96.0,80,AV SIEMPRE VIVA,R03,PAGADA,16.0,12.0,,,0.0,False
703,M20 CPR,2022-04-11,18:32,64.0,40,AV LIBERTADOR,,ERROR,24.0,22.0,,,0.0,False
709,NTHG LFT,2020-05-26,08:24,101.0,40,RUTA 9,R03,ERROR,61.0,59.0,,,0.0,False
712,HF 3461,1932-01-01,18:32,119.0,40,AV SIEMPRE VIVA,R03,ERROR,79.0,77.0,,,0.0,False
713,BHRP 770,2020-12-12,00:00,119.0,80,AV LIBERTADOR,R01,APELADA,39.0,35.0,,,0.0,False
714,99 998 68,2021-01-25,09:34,149.0,80,AV SIEMPRE VIVA,R01,PAGADA,69.0,65.0,,,0.0,False
718,831 MDB,2020-11-22,08:25,135.0,60,AV LIBERTADOR,R02,APELADA,75.0,72.0,,,0.0,False
720,RFH 373,2023-08-21,08:25,116.0,80,AV LIBERTADOR,R03,APELADA,36.0,32.0,,,0.0,False
721,WE FLYN,2023-03-23,09:34,89.0,80,RUTA 9,R03,ERROR,9.0,5.0,,,0.0,False
725,X IIUME,2020-04-04,14:25,97.0,80,AV SIEMPRE VIVA,,APELADA,17.0,13.0,,,0.0,False
727,HF 58 HXP,1932-01-01,08:26,69.0,60,AV LIBERTADOR,R01,IMPAGA,9.0,6.0,,,0.0,False
728,AWS 167,2020-05-22,14:25,137.0,80,AV LIBERTADOR,R03,ERROR,57.0,53.0,,,0.0,False
731,M PX 9357,2023-05-23,18:33,107.0,40,AV LIBERTADOR,,ERROR,67.0,65.0,,,0.0,False
732,CT5 B876,2021-11-01,14:25,88.0,80,AV SIEMPRE VIVA,R01,IMPAGA,8.0,4.0,,,0.0,False
733,29 999 61,2020-06-05,00:00,127.0,60,RUTA 9,R01,APELADA,67.0,64.0,,,0.0,False
734,FVIO UHP,2020-12-03,08:26,111.0,80,AV SIEMPRE VIVA,R03,PAGADA,31.0,27.0,,,0.0,False
737,AWS 167,2021-01-28,14:25,118.0,60,AV SIEMPRE VIVA,R01,APELADA,58.0,55.0,,,0.0,False
741,HF 3461,1932-01-01,14:26,130.0,80,RUTA 9,,IMPAGA,50.0,46.0,,,0.0,False
743,810 TCH,2023-04-10,09:35,134.0,60,RUTA 9,,IMPAGA,74.0,71.0,,,0.0,False
745,GOOGLE,2021-11-15,14:26,112.0,80,AV SIEMPRE VIVA,R02,ERROR,32.0,28.0,,,0.0,False
751,AWS 167,2021-09-12,14:26,113.0,40,AV LIBERTADOR,,ERROR,73.0,71.0,,,0.0,False
752,T0Y DR,2022-04-08,18:34,126.0,60,AV SIEMPRE VIVA,R02,IMPAGA,66.0,63.0,,,0.0,False
755,FD 1475,2020-04-08,00:00,85.0,40,AV LIBERTADOR,R03,ERROR,45.0,43.0,,,0.0,False
758,81-ZF-JD,1932-01-01,18:34,158.0,80,RUTA 9,,IMPAGA,78.0,74.0,,,0.0,False
759,VTII AHV,2023-06-04,08:27,118.0,60,AV LIBERTADOR,R02,APELADA,58.0,55.0,,,0.0,False
763,GCP332,2023-10-15,18:35,111.0,80,RUTA 9,,IMPAGA,31.0,27.0,,,0.0,False
764,AWS 167,2022-02-14,00:00,67.0,40,RUTA 9,,IMPAGA,27.0,25.0,,,0.0,False
765,BB 8986,2021-11-25,08:28,97.0,40,AV SIEMPRE VIVA,,IMPAGA,57.0,55.0,,,0.0,False
768,YLO8 WUE,1932-01-01,00:00,87.0,60,RUTA 9,R03,ERROR,27.0,24.0,,,0.0,False
770,RFH 373,1932-01-01,09:36,104.0,40,AV LIBERTADOR,R02,APELADA,64.0,62.0,,,0.0,False
773,DI2 LOT,2020-07-17,08:28,115.0,40,AV LIBERTADOR,R03,APELADA,75.0,73.0,,,0.0,False
776,J1S1,2022-04-21,18:36,89.0,40,RUTA 9,R01,IMPAGA,49.0,47.0,,,0.0,False
779,OUTSTDN,2023-09-07,00:00,104.0,60,RUTA 9,R03,PAGADA,44.0,41.0,,,0.0,False
780,GLEN1E,2023-09-01,18:36,71.0,60,AV SIEMPRE VIVA,R02,ERROR,11.0,8.0,,,0.0,False
783,HF 58 HXP,1932-01-01,08:29,90.0,60,AV SIEMPRE VIVA,R01,PAGADA,30.0,27.0,,,0.0,False
784,BB 8986,2022-01-28,18:36,82.0,60,RUTA 9,R02,IMPAGA,22.0,19.0,,,0.0,False
787,8B90638,1932-01-01,14:28,136.0,80,AV LIBERTADOR,R02,IMPAGA,56.0,52.0,,,0.0,False
788,99 998 68,1932-01-01,14:28,94.0,60,AV LIBERTADOR,R01,ERROR,34.0,31.0,,,0.0,False
789,990 XYK,2021-02-19,00:00,137.0,60,RUTA 9,,PAGADA,77.0,74.0,,,0.0,False
792,589222,2021-09-25,18:37,153.0,80,AV SIEMPRE VIVA,R02,APELADA,73.0,69.0,,,0.0,False
793,CBM UK,2022-02-09,09:36,93.0,60,AV LIBERTADOR,R03,IMPAGA,33.0,30.0,,,0.0,False
795,M VU 4688,2022-03-25,14:28,152.0,80,AV SIEMPRE VIVA,,APELADA,72.0,68.0,,,0.0,False
806,81-ZF-JD,2020-11-02,14:29,94.0,80,AV SIEMPRE VIVA,,APELADA,14.0,10.0,,,0.0,False
807,W326 AVE,2023-08-15,08:30,82.0,60,RUTA 9,R02,APELADA,22.0,19.0,,,0.0,False
808,X IIUME,2020-08-21,14:29,157.0,80,RUTA 9,R03,ERROR,77.0,73.0,,,0.0,False
811,AWS 167,1932-01-01,08:30,71.0,40,AV LIBERTADOR,R03,IMPAGA,31.0,29.0,,,0.0,False
814,M43 1ZW,1932-01-01,00:00,132.0,60,AV LIBERTADOR,R01,APELADA,72.0,69.0,,,0.0,False
815,HAMSTUR,2020-02-21,14:29,78.0,60,AV SIEMPRE VIVA,R03,ERROR,18.0,15.0,,,0.0,False
816,DK 414 N,2020-08-22,09:37,117.0,80,AV LIBERTADOR,R03,IMPAGA,37.0,33.0,,,0.0,False
818,GE 1466,2021-04-06,08:31,116.0,80,AV LIBERTADOR,,PAGADA,36.0,32.0,,,0.0,False
819,6EVY261,2024-01-07,09:37,135.0,80,AV LIBERTADOR,R01,IMPAGA,55.0,51.0,,,0.0,False
821,BM -351,2020-07-04,00:00,116.0,80,RUTA 9,R01,IMPAGA,36.0,32.0,,,0.0,False
823,66 111 72,2022-02-01,08:31,136.0,80,AV LIBERTADOR,R03,ERROR,56.0,52.0,,,0.0,False
824,J1S1,2021-09-29,09:38,108.0,40,AV SIEMPRE VIVA,,ERROR,68.0,66.0,,,0.0,False
827,HF 58 HXP,1932-01-01,18:38,153.0,80,RUTA 9,R03,IMPAGA,73.0,69.0,,,0.0,False
830,M20 CPR,2022-04-26,18:38,122.0,80,RUTA 9,,APELADA,42.0,38.0,,,0.0,False
834,99 998 68,1932-01-01,00:00,96.0,80,AV SIEMPRE VIVA,R03,ERROR,16.0,12.0,,,0.0,False
837,BM -351,2022-12-05,08:32,104.0,80,AV SIEMPRE VIVA,,IMPAGA,24.0,20.0,,,0.0,False
841,M43 1ZW,2020-08-28,00:00,114.0,60,AV SIEMPRE VIVA,R03,ERROR,54.0,51.0,,,0.0,False
842,AI7 OVF,2020-11-19,14:30,54.0,40,AV LIBERTADOR,R03,PAGADA,14.0,12.0,,,0.0,False
843,CD 056 01,1932-01-01,14:30,151.0,80,AV SIEMPRE VIVA,R01,PAGADA,71.0,67.0,,,0.0,False
847,UM 96 201,2021-06-18,18:38,135.0,60,AV SIEMPRE VIVA,R02,APELADA,75.0,72.0,,,0.0,False
850,6EVY261,2020-06-11,09:39,98.0,80,AV LIBERTADOR,R01,IMPAGA,18.0,14.0,,,0.0,False
851,6EVY261,2023-10-16,09:39,117.0,40,AV LIBERTADOR,R02,IMPAGA,77.0,75.0,,,0.0,False
853,PIW 4215,2023-07-29,00:00,99.0,60,AV LIBERTADOR,R02,IMPAGA,39.0,36.0,,,0.0,False
855,NTHG LFT,2022-09-16,09:40,108.0,40,AV LIBERTADOR,R01,APELADA,68.0,66.0,,,0.0,False
856,CBM UK,1932-01-01,09:40,101.0,60,RUTA 9,R01,ERROR,41.0,38.0,,,0.0,False
865,WU08 YWC,1932-01-01,00:00,62.0,40,AV SIEMPRE VIVA,R01,ERROR,22.0,20.0,,,0.0,False
866,GLEN1E,2020-12-01,00:00,85.0,60,AV LIBERTADOR,,ERROR,25.0,22.0,,,0.0,False
872,990 XYK,2024-01-08,14:31,80.0,40,RUTA 9,R01,PAGADA,40.0,38.0,,,0.0,False
873,INTIGR8,2020-05-18,14:32,113.0,60,AV LIBERTADOR,R02,PAGADA,53.0,50.0,,,0.0,False
882,BB 8986,2022-07-16,14:32,124.0,80,AV LIBERTADOR,R01,APELADA,44.0,40.0,,,0.0,False
883,589222,2023-04-23,14:32,111.0,80,AV LIBERTADOR,,IMPAGA,31.0,27.0,,,0.0,False
884,6NCE831,2022-07-02,09:41,69.0,60,AV LIBERTADOR,R01,APELADA,9.0,6.0,,,0.0,False
887,CT5 B876,1932-01-01,00:00,83.0,40,RUTA 9,R02,ERROR,43.0,41.0,,,0.0,False
888,99 998 68,2023-04-07,09:41,53.0,40,AV LIBERTADOR,R01,IMPAGA,13.0,11.0,,,0.0,False
890,BP717,2022-08-23,08:33,133.0,60,AV LIBERTADOR,R03,APELADA,73.0,70.0,,,0.0,False
893,VTII AHV,2021-08-17,00:00,83.0,40,RUTA 9,R03,IMPAGA,43.0,41.0,,,0.0,False
897,M VU 4688,2023-09-01,08:33,90.0,60,AV LIBERTADOR,R03,IMPAGA,30.0,27.0,,,0.0,False
900,BM -351,2020-09-04,08:34,85.0,40,AV SIEMPRE VIVA,R01,PAGADA,45.0,43.0,,,0.0,False
902,HF 3461,2020-02-24,14:33,123.0,60,AV LIBERTADOR,,PAGADA,63.0,60.0,,,0.0,False
904,VTII AHV,1932-01-01,00:00,85.0,60,AV SIEMPRE VIVA,R02,PAGADA,25.0,22.0,,,0.0,False
906,41 RS TZ,1932-01-01,09:41,57.0,40,AV LIBERTADOR,R01,APELADA,17.0,15.0,,,0.0,False
907,WU 341 A,1932-01-01,14:33,74.0,60,RUTA 9,,PAGADA,14.0,11.0,,,0.0,False
909,691 XC 80,2022-09-12,08:34,117.0,80,AV LIBERTADOR,R02,IMPAGA,37.0,33.0,,,0.0,False
914,UM 96 201,2021-05-06,18:41,96.0,80,AV LIBERTADOR,R01,APELADA,16.0,12.0,,,0.0,False
915,J1S1,2022-05-29,08:34,105.0,60,RUTA 9,R03,IMPAGA,45.0,42.0,,,0.0,False
920,DK 414 N,1932-01-01,09:42,142.0,80,AV LIBERTADOR,R02,APELADA,62.0,58.0,,,0.0,False
923,8B90638,2022-07-30,08:35,111.0,80,RUTA 9,R03,PAGADA,31.0,27.0,,,0.0,False
930,0695 DVH,2022-12-14,00:00,116.0,80,AV SIEMPRE VIVA,R02,ERROR,36.0,32.0,,,0.0,False
932,DK 414 N,2023-08-04,08:35,67.0,60,AV SIEMPRE VIVA,R01,ERROR,7.0,4.0,,,0.0,False
935,99 998 68,1932-01-01,14:34,87.0,80,AV SIEMPRE VIVA,R03,IMPAGA,7.0,3.0,,,0.0,False
936,41 RS TZ,1932-01-01,09:42,74.0,60,RUTA 9,R01,APELADA,14.0,11.0,,,0.0,False
938,41 RS TZ,2022-07-21,08:36,148.0,80,RUTA 9,R03,ERROR,68.0,64.0,,,0.0,False
939,691 XC 80,2021-07-12,14:34,49.0,40,AV LIBERTADOR,,IMPAGA,9.0,7.0,,,0.0,False
942,VTII AHV,2020-01-25,08:36,73.0,60,AV SIEMPRE VIVA,,PAGADA,13.0,10.0,,,0.0,False
943,99 998 68,2022-09-07,14:34,102.0,80,AV SIEMPRE VIVA,,APELADA,22.0,18.0,,,0.0,False
945,BHRP 770,2021-03-11,00:00,95.0,60,AV LIBERTADOR,,APELADA,35.0,32.0,,,0.0,False
946,29 999 61,2022-08-30,00:00,97.0,80,AV SIEMPRE VIVA,R02,PAGADA,17.0,13.0,,,0.0,False
948,HAMSTUR,2021-03-18,08:36,88.0,60,AV LIBERTADOR,,PAGADA,28.0,25.0,,,0.0,False
949,N HZ 1002,2020-03-15,08:36,127.0,60,AV SIEMPRE VIVA,R01,APELADA,67.0,64.0,,,0.0,False
954,VTII AHV,1932-01-01,00:00,91.0,60,RUTA 9,R01,IMPAGA,31.0,28.0,,,0.0,False
961,OUTSTDN,2021-10-10,18:43,74.0,60,AV SIEMPRE VIVA,,PAGADA,14.0,11.0,,,0.0,False
966,M20 CPR,2023-06-22,00:00,87.0,80,AV LIBERTADOR,R03,IMPAGA,7.0,3.0,,,0.0,False
967,INTIGR8,2021-11-06,08:38,81.0,60,AV LIBERTADOR,R03,IMPAGA,21.0,18.0,,,0.0,False
968,CD 056 01,1932-01-01,18:43,66.0,60,AV SIEMPRE VIVA,R01,APELADA,6.0,3.0,,,0.0,False
971,FVIO UHP,1932-01-01,09:44,119.0,60,RUTA 9,R01,ERROR,59.0,56.0,,,0.0,False
973,HK 06 YMX,1932-01-01,09:44,121.0,60,AV LIBERTADOR,R02,PAGADA,61.0,58.0,,,0.0,False
975,M VU 4688,2023-08-25,18:43,132.0,60,AV LIBERTADOR,R03,ERROR,72.0,69.0,,,0.0,False
976,99 998 68,2023-05-05,14:35,109.0,60,AV SIEMPRE VIVA,R01,PAGADA,49.0,46.0,,,0.0,False
977,BB 8986,2022-03-14,09:44,81.0,60,RUTA 9,R02,PAGADA,21.0,18.0,,,0.0,False
979,X IIUME,2023-06-18,14:36,68.0,60,AV SIEMPRE VIVA,R03,APELADA,8.0,5.0,,,0.0,False
982,BM -351,2020-11-04,14:36,81.0,40,AV LIBERTADOR,R03,ERROR,41.0,39.0,,,0.0,False
983,YLO8 WUE,2023-10-07,18:44,59.0,40,AV SIEMPRE VIVA,R01,APELADA,19.0,17.0,,,0.0,False
988,6NCE831,1932-01-01,00:00,111.0,60,AV LIBERTADOR,R03,APELADA,51.0,48.0,,,0.0,False
992,TL03 GOG,2020-01-14,08:39,128.0,60,AV LIBERTADOR,R01,IMPAGA,68.0,65.0,,,0.0,False
995,VY 90 540,2021-03-27,14:36,89.0,60,AV LIBERTADOR,R03,IMPAGA,29.0,26.0,,,0.0,False
996,0695 DVH,1932-01-01,08:39,59.0,40,AV SIEMPRE VIVA,R03,IMPAGA,19.0,17.0,,,0.0,False
997,GLEN1E,1932-01-01,00:00,83.0,40,AV LIBERTADOR,R02,PAGADA,43.0,41.0,,,0.0,False
1000,691 XC 80,2020-11-13,00:00,121.0,60,AV LIBERTADOR,R02,APELADA,61.0,58.0,,,0.0,False
1002,N HZ 1002,1932-01-01,18:44,71.0,40,RUTA 9,R03,IMPAGA,31.0,29.0,,,0.0,False
1007,T0Y DR,2022-12-03,09:45,89.0,60,AV LIBERTADOR,R03,IMPAGA,29.0,26.0,,,0.0,False
1009,HF 3461,2023-02-15,18:45,132.0,80,AV SIEMPRE VIVA,R03,APELADA,52.0,48.0,,,0.0,False
1010,OUTSTDN,1932-01-01,08:40,92.0,40,RUTA 9,R02,ERROR,52.0,50.0,,,0.0,False
1012,HF 3461,2020-06-03,00:00,74.0,40,RUTA 9,,ERROR,34.0,32.0,,,0.0,False
1013,8B90638,2020-11-15,00:00,55.0,40,RUTA 9,R01,PAGADA,15.0,13.0,,,0.0,False
1014,WU08 YWC,2020-08-29,08:40,126.0,80,RUTA 9,R01,ERROR,46.0,42.0,,,0.0,False
1016,BP717,1932-01-01,18:45,82.0,60,AV SIEMPRE VIVA,R03,APELADA,22.0,19.0,,,0.0,False
1018,3646 HBH,2022-08-08,18:45,126.0,60,AV SIEMPRE VIVA,R03,ERROR,66.0,63.0,,,0.0,False
1019,HAMSTUR,2020-11-27,18:45,71.0,60,AV LIBERTADOR,R03,IMPAGA,11.0,8.0,,,0.0,False
1021,T0Y DR,2023-03-14,18:46,79.0,40,AV SIEMPRE VIVA,,APELADA,39.0,37.0,,,0.0,False
1022,831 MDB,2021-10-03,09:46,153.0,80,AV LIBERTADOR,R01,IMPAGA,73.0,69.0,,,0.0,False
1026,81-ZF-JD,2021-02-08,08:40,119.0,40,RUTA 9,R03,APELADA,79.0,77.0,,,0.0,False
1027,HF 3461,1932-01-01,08:40,117.0,60,AV SIEMPRE VIVA,,APELADA,57.0,54.0,,,0.0,False
1032,M VU 4688,2020-01-22,09:46,138.0,60,RUTA 9,R03,IMPAGA,78.0,75.0,,,0.0,False
1033,DI2 LOT,2022-05-15,08:41,114.0,40,AV SIEMPRE VIVA,,APELADA,74.0,72.0,,,0.0,False
1035,VY 90 540,2023-09-24,08:41,118.0,40,AV LIBERTADOR,R02,PAGADA,78.0,76.0,,,0.0,False
1037,HF 58 HXP,2021-03-22,00:00,91.0,80,RUTA 9,R01,IMPAGA,11.0,7.0,,,0.0,False
1043,M20 CPR,1932-01-01,00:00,140.0,60,AV LIBERTADOR,R03,APELADA,80.0,77.0,,,0.0,False
